Stars,Product,Origin,CD_name,Dest,DistanceTravelled_Fac_CD,TruckType,DriverF_CD,DaysStocked,FloorCD,DistanceTravelled_CD_Client,TruckType2,DriverCD_C,RoutDeveliveryOrder
4,P5,F4,CD3,C301,58,SemiTrailler,D01,9,3,90.9,Van,D3_6,3
3,P4,F2,CD1,C101,36,SemiTrailler,D04,5,3,152.2,CityDeliveryTruck,D1_6,5
2,P4,F1,CD3,C302,58,Truck,D01,15,3,58.8,Van,D3_7,2
2,P7,F4,CD2,C204,162,Truck,D05,29,4,29.5,MiniVan,D2_5,1
3,P7,F3,CD3,C303,58,SemiTrailler,D02,34,2,29.1,Van,D3_5,1
5,P15,F4,CD2,C205,162,SemiTrailler,D02,20,4,57.5,Van,D2_5,2
1,P7,F4,CD2,C204,162,SemiTrailler,D06,33,3,90.8,Van,D2_4,3
5,P15,F2,CD3,C303,58,Truck,D06,7,2,188.1,Van,D3_1,6
1,P13,F1,CD3,C303,58,SemiTrailler,D05,28,0,175.1,Van,D3_5,6
5,P2,F1,CD3,C304,58,Truck,D05,6,4,124.5,MiniVan,D3_1,4
1,P4,F1,CD3,C303,58,SemiTrailler,D01,7,1,144.9,Van,D3_3,5
2,P10,F2,CD3,C301,58,SemiTrailler,D03,35,2,146.9,CityDeliveryTruck,D3_5,5
1,P10,F4,CD2,C203,162,SemiTrailler,D01,14,2,179.4,CityDeliveryTruck,D2_6,6
1,P13,F4,CD2,C202,162,SemiTrailler,D05,28,0,93.1,MiniVan,D2_5,3
1,P5,F3,CD3,C304,58,SemiTrailler,D01,36,4,93.3,MiniVan,D3_2,3
4,P11,F3,CD2,C204,162,Truck,D06,37,3,125.3,CityDeliveryTruck,D2_3,4
2,P4,F4,CD1,C101,36,SemiTrailler,D02,14,1,171.2,CityDeliveryTruck,D1_6,6
3,P7,F3,CD3,C301,58,SemiTrailler,D05,24,2,180.3,Van,D3_4,6
3,P3,F3,CD1,C104,36,Truck,D06,29,2,174.3,Van,D1_6,6
1,P2,F2,CD1,C101,36,SemiTrailler,D01,33,4,92.8,CityDeliveryTruck,D1_6,3
4,P2,F3,CD2,C202,162,SemiTrailler,D04,10,3,58.3,CityDeliveryTruck,D2_4,2
4,P9,F4,CD1,C101,36,SemiTrailler,D05,32,0,155.3,MiniVan,D1_2,5
1,P11,F1,CD2,C203,162,SemiTrailler,D05,24,2,148.2,CityDeliveryTruck,D2_6,5
5,P11,F1,CD1,C102,36,SemiTrailler,D02,29,0,89.5,Van,D1_7,3
3,P13,F1,CD2,C201,162,SemiTrailler,D05,22,4,28.5,CityDeliveryTruck,D2_4,1
4,P7,F4,CD1,C104,36,Truck,D06,19,1,123.5,Van,D1_5,4
2,P2,F3,CD1,C103,36,Truck,D05,20,1,143.5,Van,D1_5,5
4,P12,F3,CD1,C101,36,SemiTrailler,D03,19,0,146.1,Van,D1_3,5
1,P7,F1,CD2,C202,162,Truck,D06,22,1,29,Van,D2_6,1
3,P3,F3,CD2,C201,162,SemiTrailler,D05,18,1,124.9,Van,D2_6,4
3,P5,F4,CD1,C104,36,Truck,D05,6,0,188.8,Van,D1_6,6
2,P7,F2,CD2,C203,162,SemiTrailler,D03,9,2,156,Van,D2_1,5
5,P6,F4,CD2,C201,162,SemiTrailler,D03,23,1,145.1,Van,D2_1,5
3,P5,F4,CD1,C104,36,SemiTrailler,D02,21,4,88.9,Van,D1_6,3
4,P14,F1,CD3,C301,58,Truck,D06,27,3,184.8,CityDeliveryTruck,D3_3,6
3,P2,F2,CD3,C301,58,SemiTrailler,D01,18,0,91.8,Van,D3_6,3
5,P4,F1,CD3,C302,58,SemiTrailler,D03,13,1,31.2,Van,D3_1,1
1,P11,F2,CD1,C102,36,SemiTrailler,D02,24,0,188.4,Van,D1_3,6
2,P9,F2,CD2,C201,162,SemiTrailler,D03,20,3,115.9,CityDeliveryTruck,D2_4,4
3,P9,F2,CD1,C101,36,SemiTrailler,D04,37,4,186.7,CityDeliveryTruck,D1_3,6
2,P12,F4,CD3,C303,58,SemiTrailler,D03,35,4,28.7,CityDeliveryTruck,D3_2,1
5,P11,F2,CD2,C203,162,SemiTrailler,D01,11,4,184.6,Van,D2_7,6
3,P2,F3,CD1,C105,36,SemiTrailler,D03,18,1,93.5,MiniVan,D1_1,3
1,P3,F3,CD2,C204,162,SemiTrailler,D04,28,1,184.9,MiniVan,D2_2,6
4,P9,F1,CD2,C203,162,SemiTrailler,D02,26,2,173.9,Van,D2_3,6
3,P6,F2,CD3,C304,58,SemiTrailler,D01,33,2,91.8,CityDeliveryTruck,D3_5,3
4,P5,F3,CD3,C302,58,SemiTrailler,D01,21,4,115,Van,D3_2,4
3,P8,F1,CD3,C301,58,SemiTrailler,D04,37,3,29.6,MiniVan,D3_6,1
4,P13,F1,CD3,C301,58,SemiTrailler,D04,12,4,119.7,CityDeliveryTruck,D3_6,4
5,P2,F1,CD3,C302,58,SemiTrailler,D05,24,4,92.1,CityDeliveryTruck,D3_3,3
3,P14,F4,CD3,C305,58,SemiTrailler,D03,30,1,58.3,CityDeliveryTruck,D3_7,2
3,P13,F1,CD1,C101,36,Truck,D06,5,1,148.8,CityDeliveryTruck,D1_4,5
4,P4,F1,CD1,C101,36,SemiTrailler,D03,5,0,148.4,Van,D1_7,5
1,P10,F2,CD1,C105,36,SemiTrailler,D06,22,4,125.6,Van,D1_3,4
5,P9,F4,CD1,C104,36,SemiTrailler,D05,14,4,87.3,Van,D1_3,3
2,P6,F1,CD1,C105,36,Truck,D02,29,3,58.3,CityDeliveryTruck,D1_2,2
5,P4,F4,CD3,C302,58,SemiTrailler,D01,29,0,30.1,Van,D3_2,1
5,P7,F3,CD2,C204,162,SemiTrailler,D01,33,2,188.8,MiniVan,D2_5,1
5,P1,F3,CD3,C301,58,Truck,D06,34,1,30.2,Van,D3_1,1
5,P6,F3,CD2,C201,162,SemiTrailler,D01,18,0,121.5,Van,D2_2,4
3,P6,F4,CD1,C102,36,SemiTrailler,D06,17,2,118.2,MiniVan,D1_5,4
5,P1,F2,CD1,C105,36,SemiTrailler,D05,23,2,30.2,CityDeliveryTruck,D1_4,1
1,P3,F1,CD1,C101,36,Truck,D04,28,2,28.9,Van,D1_3,1
4,P11,F2,CD2,C204,162,SemiTrailler,D03,9,2,156.1,Van,D2_5,5
4,P12,F3,CD2,C204,162,SemiTrailler,D06,16,0,29.3,Van,D2_5,1
1,P7,F3,CD1,C102,36,SemiTrailler,D01,10,4,29,Van,D1_6,1
4,P1,F2,CD2,C203,162,SemiTrailler,D01,25,1,171.2,Van,D2_4,6
5,P6,F2,CD1,C105,36,SemiTrailler,D03,37,4,30.8,CityDeliveryTruck,D1_7,1
3,P6,F4,CD2,C202,162,Truck,D04,23,4,30.7,Van,D2_6,1
5,P6,F3,CD2,C202,162,SemiTrailler,D05,25,1,61.9,MiniVan,D2_2,2
5,P1,F1,CD3,C301,58,SemiTrailler,D02,7,0,62.8,MiniVan,D3_5,2
1,P4,F1,CD2,C205,162,SemiTrailler,D03,8,1,118.8,MiniVan,D2_6,4
3,P14,F3,CD3,C305,58,SemiTrailler,D06,9,2,152.3,CityDeliveryTruck,D3_6,5
5,P2,F2,CD3,C301,58,SemiTrailler,D03,9,1,29.8,MiniVan,D3_5,1
4,P4,F2,CD1,C102,36,SemiTrailler,D03,8,2,30.1,Van,D1_4,1
3,P14,F4,CD1,C103,36,SemiTrailler,D05,17,3,119.9,Van,D1_5,4
2,P3,F4,CD1,C105,36,SemiTrailler,D02,36,1,93.1,Van,D1_1,3
1,P13,F4,CD2,C201,162,SemiTrailler,D05,26,0,62.8,Van,D2_7,2
4,P10,F4,CD2,C201,162,SemiTrailler,D02,16,1,30.9,MiniVan,D2_1,1
2,P6,F2,CD2,C204,162,SemiTrailler,D05,30,1,119,CityDeliveryTruck,D2_7,4
2,P2,F3,CD3,C304,58,SemiTrailler,D01,18,2,178.3,Van,D3_3,6
3,P1,F2,CD1,C105,36,Truck,D06,20,0,148.3,CityDeliveryTruck,D1_2,5
4,P11,F2,CD3,C301,58,SemiTrailler,D04,37,0,115.2,Van,D3_6,4
4,P7,F4,CD3,C302,58,SemiTrailler,D04,28,2,175.9,Van,D3_1,1
5,P3,F2,CD3,C302,58,SemiTrailler,D01,18,0,185.6,Van,D3_5,6
5,P6,F1,CD3,C305,58,Truck,D04,26,3,87.1,Van,D3_5,3
3,P15,F2,CD3,C302,58,Truck,D01,18,1,121.7,CityDeliveryTruck,D3_5,4
5,P14,F2,CD1,C101,36,SemiTrailler,D02,20,0,171.6,MiniVan,D1_4,2
1,P14,F1,CD1,C102,36,SemiTrailler,D04,20,2,30.4,Van,D1_2,1
2,P8,F1,CD3,C303,58,SemiTrailler,D02,29,2,122.9,Van,D3_6,4
2,P9,F1,CD2,C203,162,SemiTrailler,D05,25,0,154.9,MiniVan,D2_7,5
4,P6,F2,CD1,C102,36,SemiTrailler,D02,19,2,93.6,Van,D1_6,3
1,P8,F2,CD3,C303,58,SemiTrailler,D02,23,3,58.6,MiniVan,D3_1,2
4,P7,F2,CD3,C302,58,SemiTrailler,D02,7,4,57.1,MiniVan,D3_5,2
4,P5,F3,CD2,C202,162,Truck,D01,27,3,62.1,Van,D2_1,2
4,P7,F4,CD2,C202,162,SemiTrailler,D01,22,3,29.9,Van,D2_3,1
4,P14,F2,CD3,C302,58,Truck,D02,13,4,188.6,MiniVan,D3_5,6
1,P13,F3,CD2,C201,162,SemiTrailler,D01,8,2,156.8,CityDeliveryTruck,D2_4,5
5,P6,F4,CD1,C101,36,SemiTrailler,D06,23,4,149.9,MiniVan,D1_2,5
2,P10,F4,CD2,C205,162,SemiTrailler,D06,17,4,149.5,Van,D2_4,5
2,P5,F3,CD3,C303,58,Truck,D01,7,4,62.5,CityDeliveryTruck,D3_7,2
4,P7,F4,CD2,C203,162,Truck,D04,9,1,58.2,Van,D2_1,2
3,P9,F1,CD3,C304,58,Truck,D04,15,0,151.5,MiniVan,D3_7,5
2,P10,F4,CD2,C201,162,SemiTrailler,D04,24,3,173,Van,D2_4,6
5,P9,F1,CD3,C301,58,SemiTrailler,D06,22,0,58.5,Van,D3_4,2
1,P6,F3,CD1,C101,36,SemiTrailler,D02,5,0,174.7,Van,D1_6,6
3,P5,F1,CD2,C205,162,SemiTrailler,D05,30,3,87.6,Van,D2_1,3
5,P8,F4,CD3,C301,58,SemiTrailler,D05,21,2,29.5,MiniVan,D3_5,1
3,P15,F2,CD2,C201,162,SemiTrailler,D01,26,4,175.5,Van,D2_1,6
4,P8,F1,CD3,C305,58,SemiTrailler,D03,12,4,148.4,Van,D3_7,5
4,P15,F3,CD2,C202,162,SemiTrailler,D01,7,3,179,MiniVan,D2_7,6
5,P5,F2,CD3,C304,58,SemiTrailler,D04,18,1,57.6,Van,D3_2,2
2,P4,F2,CD1,C104,36,SemiTrailler,D04,25,2,122.1,Van,D1_1,4
1,P7,F3,CD1,C103,36,Truck,D05,17,3,178.1,CityDeliveryTruck,D1_6,6
1,P15,F3,CD2,C204,162,SemiTrailler,D04,26,4,61.2,Van,D2_3,2
3,P8,F3,CD3,C302,58,Truck,D06,6,3,176.6,CityDeliveryTruck,D3_3,6
3,P1,F3,CD2,C203,162,SemiTrailler,D03,6,0,155.4,MiniVan,D2_7,5
4,P1,F3,CD2,C204,162,SemiTrailler,D01,20,2,181.4,Van,D2_1,6
3,P8,F1,CD1,C104,36,SemiTrailler,D03,34,3,121.9,Van,D1_4,4
3,P15,F2,CD1,C102,36,SemiTrailler,D03,6,4,61.4,CityDeliveryTruck,D1_1,2
5,P9,F2,CD3,C302,58,SemiTrailler,D01,6,1,92.6,CityDeliveryTruck,D3_1,3
5,P11,F2,CD3,C305,58,SemiTrailler,D06,5,1,86.2,MiniVan,D3_5,3
3,P3,F4,CD1,C104,36,SemiTrailler,D02,17,0,60.2,Van,D1_6,2
4,P13,F1,CD3,C302,58,SemiTrailler,D02,5,1,29,MiniVan,D3_5,1
5,P5,F4,CD1,C103,36,Truck,D04,33,0,145.9,CityDeliveryTruck,D1_2,5
2,P3,F2,CD3,C301,58,SemiTrailler,D05,25,3,30.1,Van,D3_7,1
1,P14,F3,CD3,C302,58,Truck,D01,9,3,30.1,Van,D3_3,1
3,P5,F1,CD2,C202,162,SemiTrailler,D04,33,2,149.4,Van,D2_7,5
4,P9,F4,CD2,C205,162,Truck,D05,33,1,29.8,Van,D2_6,1
1,P5,F1,CD1,C105,36,Truck,D01,25,0,85.9,Van,D1_1,3
1,P11,F3,CD3,C303,58,SemiTrailler,D01,35,4,114.8,Van,D3_3,4
4,P4,F1,CD2,C202,162,SemiTrailler,D05,28,0,60.1,Van,D2_6,2
1,P3,F4,CD1,C105,36,SemiTrailler,D06,10,2,62.1,Van,D1_6,2
1,P8,F4,CD3,C305,58,SemiTrailler,D02,17,2,157.4,CityDeliveryTruck,D3_5,5
1,P12,F4,CD1,C102,36,SemiTrailler,D04,11,4,124,Van,D1_6,4
4,P1,F4,CD3,C304,58,Truck,D03,22,1,28.6,Van,D3_4,1
5,P5,F3,CD3,C303,58,SemiTrailler,D01,25,2,29.6,Van,D3_1,1
5,P14,F4,CD3,C303,58,Truck,D06,26,3,87.6,MiniVan,D3_5,3
3,P10,F3,CD2,C204,162,SemiTrailler,D04,11,1,119.2,Van,D2_5,4
1,P5,F2,CD1,C103,36,Truck,D06,26,4,151.6,Van,D1_1,5
2,P12,F2,CD2,C203,162,SemiTrailler,D05,14,0,85.5,Van,D2_1,3
5,P3,F4,CD2,C204,162,SemiTrailler,D03,35,1,188.3,MiniVan,D2_1,6
1,P5,F2,CD1,C105,36,SemiTrailler,D01,35,2,155.4,CityDeliveryTruck,D1_4,5
3,P14,F2,CD3,C302,58,SemiTrailler,D05,19,4,125.8,MiniVan,D3_6,4
5,P2,F1,CD1,C101,36,SemiTrailler,D05,27,3,154.3,Van,D1_3,5
3,P7,F1,CD1,C105,36,Truck,D06,32,0,172.5,Van,D1_3,6
3,P10,F1,CD3,C302,58,SemiTrailler,D02,22,4,143,Van,D3_4,5
4,P10,F3,CD1,C102,36,SemiTrailler,D04,24,1,61.4,MiniVan,D1_3,2
1,P13,F2,CD3,C302,58,SemiTrailler,D04,17,1,144.9,MiniVan,D3_2,5
4,P13,F3,CD3,C302,58,SemiTrailler,D06,16,4,30.7,Van,D3_6,1
3,P15,F3,CD1,C102,36,SemiTrailler,D02,37,3,30.1,Van,D1_6,1
4,P15,F3,CD1,C104,36,SemiTrailler,D03,31,2,121.5,CityDeliveryTruck,D1_4,4
4,P14,F4,CD1,C105,36,SemiTrailler,D06,22,3,174,Van,D1_4,6
5,P14,F1,CD3,C302,58,SemiTrailler,D01,29,3,57.4,Van,D3_5,2
2,P13,F4,CD2,C202,162,SemiTrailler,D02,19,2,118.6,CityDeliveryTruck,D2_5,4
2,P13,F4,CD2,C203,162,SemiTrailler,D02,27,4,28.8,CityDeliveryTruck,D2_2,1
4,P2,F2,CD3,C302,58,SemiTrailler,D06,37,1,114.3,CityDeliveryTruck,D3_7,4
3,P7,F1,CD3,C301,58,SemiTrailler,D01,22,3,175.2,Van,D3_7,6
2,P13,F2,CD2,C204,162,SemiTrailler,D01,30,3,150.6,MiniVan,D2_4,5
3,P12,F1,CD2,C205,162,SemiTrailler,D02,11,0,62.3,CityDeliveryTruck,D2_5,2
4,P8,F4,CD2,C201,162,Truck,D03,9,1,119.3,Van,D2_7,4
2,P7,F3,CD2,C204,162,SemiTrailler,D05,19,3,171.3,Van,D2_3,6
1,P7,F1,CD2,C203,162,SemiTrailler,D04,19,3,122.8,Van,D2_3,4
1,P7,F1,CD1,C105,36,SemiTrailler,D06,17,3,175.5,Van,D1_2,6
4,P2,F2,CD2,C205,162,Truck,D02,5,1,145.9,MiniVan,D2_5,5
4,P11,F2,CD3,C302,58,SemiTrailler,D03,23,2,58.9,CityDeliveryTruck,D3_6,2
5,P13,F2,CD2,C204,162,SemiTrailler,D01,22,2,147.9,MiniVan,D2_3,5
2,P11,F2,CD1,C104,36,SemiTrailler,D05,21,1,61.2,MiniVan,D1_1,2
4,P15,F4,CD2,C202,162,SemiTrailler,D02,7,2,62.6,CityDeliveryTruck,D2_5,2
5,P15,F4,CD1,C104,36,Truck,D02,31,4,61.9,Van,D1_1,2
1,P6,F4,CD2,C201,162,SemiTrailler,D05,8,1,57.2,Van,D2_5,2
3,P2,F4,CD1,C102,36,Truck,D02,11,4,59.9,CityDeliveryTruck,D1_1,2
2,P6,F4,CD2,C202,162,SemiTrailler,D03,15,3,154.9,Van,D2_3,5
4,P1,F3,CD3,C305,58,SemiTrailler,D01,21,1,154.3,Van,D3_2,5
3,P11,F4,CD1,C101,36,SemiTrailler,D04,19,3,148,CityDeliveryTruck,D1_4,5
4,P1,F3,CD3,C302,58,SemiTrailler,D06,19,1,174.2,MiniVan,D3_2,6
4,P12,F4,CD3,C302,58,Truck,D01,23,0,91.7,CityDeliveryTruck,D3_7,3
2,P12,F1,CD1,C101,36,Truck,D02,27,3,176.4,MiniVan,D1_5,6
2,P14,F2,CD3,C304,58,SemiTrailler,D01,5,0,145,MiniVan,D3_1,5
3,P4,F2,CD3,C301,58,Truck,D03,28,1,92.7,MiniVan,D3_2,3
1,P3,F1,CD2,C205,162,Truck,D04,31,3,143.4,Van,D2_4,5
1,P10,F3,CD2,C202,162,SemiTrailler,D05,35,0,115.8,MiniVan,D2_7,4
5,P9,F2,CD1,C103,36,SemiTrailler,D01,22,1,94.3,MiniVan,D1_5,3
3,P8,F2,CD3,C304,58,SemiTrailler,D06,29,3,182.8,Van,D3_4,6
5,P14,F2,CD2,C204,162,SemiTrailler,D03,29,4,182.1,Van,D2_1,6
3,P7,F1,CD1,C101,36,SemiTrailler,D04,7,1,117.2,CityDeliveryTruck,D1_2,4
4,P8,F2,CD1,C102,36,SemiTrailler,D05,27,3,174.1,Van,D1_6,6
3,P3,F1,CD3,C304,58,SemiTrailler,D02,32,1,119.8,MiniVan,D3_2,4
2,P6,F4,CD1,C102,36,SemiTrailler,D04,14,0,89.9,Van,D1_2,3
2,P7,F1,CD1,C102,36,Truck,D03,6,1,30,CityDeliveryTruck,D1_1,1
3,P13,F4,CD2,C205,162,SemiTrailler,D04,26,0,179,CityDeliveryTruck,D2_6,6
3,P9,F1,CD1,C105,36,Truck,D03,36,4,185.2,Van,D1_1,6
3,P11,F4,CD1,C102,36,Truck,D05,20,2,91.5,Van,D1_5,3
1,P3,F3,CD1,C101,36,Truck,D01,36,2,92.6,Van,D1_7,3
3,P11,F4,CD1,C101,36,SemiTrailler,D05,35,4,185.1,Van,D1_4,6
2,P13,F3,CD1,C105,36,SemiTrailler,D02,37,4,30.5,Van,D1_5,1
3,P4,F2,CD3,C303,58,Truck,D04,36,0,151.7,CityDeliveryTruck,D3_2,5
5,P15,F1,CD2,C201,162,SemiTrailler,D06,12,4,143.2,Van,D2_2,5
3,P1,F2,CD1,C101,36,SemiTrailler,D05,26,4,148.9,MiniVan,D1_3,5
1,P10,F1,CD2,C202,162,Truck,D03,8,2,89.2,Van,D2_3,3
5,P1,F1,CD3,C302,58,SemiTrailler,D01,15,3,30.7,Van,D3_3,1
5,P11,F3,CD3,C304,58,SemiTrailler,D01,19,0,149.7,CityDeliveryTruck,D3_5,5
2,P10,F2,CD3,C304,58,Truck,D01,5,4,28.7,CityDeliveryTruck,D3_4,1
5,P11,F2,CD2,C201,162,SemiTrailler,D02,24,2,61.4,Van,D2_3,2
2,P4,F1,CD2,C202,162,SemiTrailler,D04,12,4,91.8,CityDeliveryTruck,D2_1,3
5,P14,F2,CD3,C301,58,SemiTrailler,D04,8,0,155.6,Van,D3_5,5
3,P1,F4,CD3,C302,58,SemiTrailler,D06,35,2,58.2,Van,D3_2,2
1,P8,F2,CD3,C303,58,SemiTrailler,D06,11,3,28.6,MiniVan,D3_7,1
4,P11,F3,CD3,C301,58,Truck,D06,34,4,61.4,MiniVan,D3_7,2
1,P1,F4,CD3,C302,58,SemiTrailler,D05,22,0,171.9,CityDeliveryTruck,D3_3,6
3,P9,F1,CD2,C201,162,SemiTrailler,D01,35,2,115.2,CityDeliveryTruck,D2_1,4
4,P2,F3,CD3,C301,58,Truck,D05,31,1,85.7,Van,D3_3,3
3,P1,F1,CD1,C103,36,SemiTrailler,D05,15,2,149.2,Van,D1_5,5
1,P14,F4,CD1,C102,36,SemiTrailler,D01,13,2,93.9,Van,D1_4,3
5,P5,F3,CD2,C203,162,SemiTrailler,D04,6,1,60.3,Van,D2_7,2
4,P12,F4,CD3,C303,58,Truck,D01,7,3,172,Van,D3_3,6
3,P12,F2,CD2,C204,162,Truck,D01,25,1,63,CityDeliveryTruck,D2_5,2
5,P7,F4,CD3,C302,58,SemiTrailler,D03,26,1,121,Van,D3_6,4
2,P15,F2,CD1,C104,36,Truck,D01,16,0,31.3,Van,D1_1,1
2,P6,F2,CD1,C104,36,SemiTrailler,D05,27,4,148.4,Van,D1_6,5
2,P10,F3,CD2,C204,162,SemiTrailler,D02,28,3,183.5,CityDeliveryTruck,D2_1,6
5,P9,F2,CD3,C303,58,Truck,D05,32,0,146.7,Van,D3_4,5
5,P3,F1,CD3,C303,58,SemiTrailler,D03,10,2,29.2,Van,D3_6,1
3,P12,F1,CD1,C104,36,Truck,D03,21,3,125.2,MiniVan,D1_1,4
1,P3,F4,CD2,C203,162,Truck,D04,27,4,147.8,CityDeliveryTruck,D2_1,5
1,P11,F2,CD2,C204,162,Truck,D06,17,3,61.4,MiniVan,D2_6,2
4,P14,F3,CD1,C101,36,Truck,D01,21,3,58.4,CityDeliveryTruck,D1_4,2
2,P13,F4,CD3,C305,58,SemiTrailler,D03,29,3,153.9,Van,D3_3,5
4,P6,F3,CD3,C304,58,Truck,D04,27,0,151.6,CityDeliveryTruck,D3_7,5
1,P11,F2,CD2,C201,162,SemiTrailler,D03,6,2,88,Van,D2_1,3
2,P1,F4,CD2,C203,162,SemiTrailler,D02,9,4,62.3,CityDeliveryTruck,D2_3,2
3,P4,F3,CD1,C102,36,Truck,D01,34,2,179.1,Van,D1_1,6
4,P15,F1,CD1,C104,36,SemiTrailler,D02,31,1,118.7,Van,D1_2,4
1,P13,F2,CD1,C102,36,SemiTrailler,D03,7,2,30.7,MiniVan,D1_3,1
5,P6,F1,CD3,C301,58,Truck,D03,10,3,86.1,MiniVan,D3_6,3
4,P9,F4,CD1,C101,36,SemiTrailler,D02,33,3,148.9,MiniVan,D1_3,5
1,P2,F4,CD3,C302,58,SemiTrailler,D02,7,4,145.4,Van,D3_5,5
4,P11,F4,CD3,C305,58,SemiTrailler,D04,28,1,28.6,MiniVan,D3_5,1
3,P14,F3,CD3,C303,58,SemiTrailler,D06,23,2,182.6,CityDeliveryTruck,D3_3,6
2,P8,F2,CD1,C103,36,SemiTrailler,D06,19,4,61,Van,D1_3,2
4,P3,F1,CD3,C303,58,SemiTrailler,D02,32,1,29.2,CityDeliveryTruck,D3_5,1
4,P10,F3,CD3,C301,58,SemiTrailler,D06,27,1,121.9,Van,D3_2,4
4,P15,F1,CD1,C101,36,SemiTrailler,D05,5,3,118.1,CityDeliveryTruck,D1_7,4
3,P9,F2,CD1,C103,36,SemiTrailler,D06,17,0,88.4,CityDeliveryTruck,D1_3,3
5,P14,F3,CD3,C301,58,SemiTrailler,D01,5,3,183.1,MiniVan,D3_3,6
4,P3,F4,CD1,C104,36,Truck,D06,23,0,115.1,MiniVan,D1_7,4
4,P7,F4,CD2,C204,162,SemiTrailler,D04,28,1,150.9,Van,D2_4,5
4,P5,F4,CD1,C105,36,SemiTrailler,D05,6,2,155.8,MiniVan,D1_6,5
5,P4,F3,CD2,C203,162,SemiTrailler,D01,9,0,172.8,CityDeliveryTruck,D2_4,2
3,P14,F3,CD1,C102,36,SemiTrailler,D01,9,2,58.5,Van,D1_7,2
1,P3,F4,CD2,C205,162,Truck,D01,13,3,86.5,Van,D2_3,3
1,P12,F4,CD3,C301,58,Truck,D04,28,4,122.1,Van,D3_7,4
1,P15,F3,CD2,C202,162,SemiTrailler,D01,8,1,85.6,CityDeliveryTruck,D2_6,3
3,P15,F3,CD1,C102,36,SemiTrailler,D06,16,1,125.4,CityDeliveryTruck,D1_1,4
1,P12,F2,CD2,C201,162,SemiTrailler,D02,22,1,58.8,CityDeliveryTruck,D2_7,2
1,P15,F4,CD1,C103,36,SemiTrailler,D02,15,3,93.5,CityDeliveryTruck,D1_2,3
4,P13,F3,CD2,C202,162,SemiTrailler,D06,35,0,31.5,MiniVan,D2_3,1
4,P9,F4,CD3,C305,58,Truck,D04,11,2,57.1,CityDeliveryTruck,D3_5,2
4,P8,F4,CD1,C102,36,SemiTrailler,D02,14,2,178.7,Van,D1_3,6
4,P14,F1,CD2,C202,162,SemiTrailler,D05,14,1,31.4,Van,D2_7,1
4,P4,F1,CD1,C103,36,Truck,D02,36,3,151.8,CityDeliveryTruck,D1_3,5
5,P13,F3,CD2,C202,162,Truck,D06,16,0,29.2,Van,D2_7,1
3,P1,F4,CD3,C305,58,Truck,D05,32,3,143.3,Van,D3_5,5
2,P6,F3,CD2,C201,162,SemiTrailler,D02,9,1,29.7,Van,D2_7,1
2,P1,F3,CD2,C202,162,SemiTrailler,D04,26,2,125.8,MiniVan,D2_6,4
5,P11,F1,CD2,C205,162,SemiTrailler,D03,36,0,57.4,Van,D2_2,2
1,P4,F1,CD2,C204,162,SemiTrailler,D02,12,1,149.3,Van,D2_7,5
4,P7,F2,CD3,C304,58,SemiTrailler,D04,26,3,61.1,CityDeliveryTruck,D3_1,2
3,P3,F4,CD2,C203,162,SemiTrailler,D01,13,1,155.5,Van,D2_3,5
3,P1,F4,CD3,C301,58,SemiTrailler,D06,22,1,115.6,MiniVan,D3_5,4
2,P8,F1,CD2,C202,162,SemiTrailler,D05,15,2,86.9,Van,D2_1,3
1,P6,F1,CD2,C204,162,Truck,D05,37,0,185.5,MiniVan,D2_5,6
5,P1,F3,CD1,C105,36,SemiTrailler,D02,8,4,121.6,Van,D1_7,4
5,P9,F1,CD1,C103,36,SemiTrailler,D05,8,4,183.3,CityDeliveryTruck,D1_4,6
1,P5,F4,CD2,C201,162,SemiTrailler,D04,9,3,29,Van,D2_6,1
1,P5,F2,CD3,C301,58,SemiTrailler,D03,21,2,183.9,Van,D3_2,6
3,P5,F4,CD1,C101,36,SemiTrailler,D02,11,2,28.6,Van,D1_3,1
2,P14,F3,CD1,C104,36,SemiTrailler,D06,8,1,30.7,Van,D1_3,1
5,P2,F2,CD2,C203,162,Truck,D06,12,4,177.6,MiniVan,D2_2,6
4,P15,F1,CD1,C104,36,Truck,D02,28,2,186.1,CityDeliveryTruck,D1_7,6
4,P7,F2,CD1,C102,36,SemiTrailler,D02,22,4,176.8,CityDeliveryTruck,D1_4,1
2,P11,F4,CD2,C201,162,SemiTrailler,D05,23,1,29.5,CityDeliveryTruck,D2_6,1
5,P8,F4,CD2,C204,162,SemiTrailler,D05,6,0,183.3,Van,D2_7,2
1,P14,F3,CD1,C104,36,Truck,D01,37,3,118.2,CityDeliveryTruck,D1_2,4
2,P4,F4,CD2,C203,162,SemiTrailler,D05,24,2,188.5,CityDeliveryTruck,D2_1,6
4,P1,F2,CD2,C201,162,Truck,D02,5,0,86.8,Van,D2_1,3
5,P1,F3,CD1,C102,36,Truck,D05,16,3,117.4,MiniVan,D1_3,4
1,P6,F1,CD2,C204,162,SemiTrailler,D03,36,1,123,Van,D2_4,4
4,P2,F1,CD3,C302,58,SemiTrailler,D05,14,2,57.3,MiniVan,D3_4,2
4,P14,F1,CD1,C101,36,SemiTrailler,D03,23,3,149.9,CityDeliveryTruck,D1_5,5
4,P6,F3,CD3,C305,58,SemiTrailler,D04,33,4,30.1,CityDeliveryTruck,D3_7,1
