Stars,Product,Origin,CD_name,Dest,DistanceTravelled_Fac_CD,TruckType,DriverF_CD,DaysStocked,FloorCD,DistanceTravelled_CD_Client,TruckType2,DriverCD_C,RoutDeliveryOrder
1,P14,F2,CD3,C303,58,SemiTrailler,D01,32,2,123.7,MiniVan,D3_2,4
4,P1,F3,CD3,C303,58,Truck,D02,32,0,148.1,CityDeliveryTruck,D3_6,5
2,P10,F3,CD2,C204,162,SemiTrailler,D04,31,4,174.7,Van,D2_5,6
3,P8,F4,CD1,C104,36,SemiTrailler,D03,15,3,29.8,Van,D1_7,1
2,P12,F3,CD1,C101,36,SemiTrailler,D06,13,1,150.7,Van,D1_6,5
3,P13,F4,CD1,C103,36,SemiTrailler,D05,37,0,94.1,CityDeliveryTruck,D1_1,3
2,P7,F1,CD3,C301,58,SemiTrailler,D06,36,0,30.5,MiniVan,D3_3,1
2,P9,F2,CD2,C201,162,SemiTrailler,D03,13,4,145.2,MiniVan,D2_4,5
3,P2,F3,CD2,C201,162,SemiTrailler,D03,14,3,178.5,Van,D2_7,6
3,P13,F1,CD1,C101,36,SemiTrailler,D03,9,2,58.2,Van,D1_4,2
4,P4,F1,CD3,C305,58,Truck,D03,23,2,178.3,CityDeliveryTruck,D3_6,6
3,P5,F2,CD1,C104,36,SemiTrailler,D04,9,0,123.9,Van,D1_3,4
1,P7,F3,CD3,C303,58,SemiTrailler,D04,29,4,155.8,Van,D3_1,5
3,P4,F1,CD1,C101,36,SemiTrailler,D05,9,1,31,Van,D1_1,1
1,P13,F3,CD1,C102,36,SemiTrailler,D03,20,1,177.5,CityDeliveryTruck,D1_3,6
2,P14,F1,CD1,C102,36,SemiTrailler,D02,23,1,146.7,Van,D1_2,5
1,P10,F1,CD1,C102,36,Truck,D03,18,3,89.6,Van,D1_4,3
3,P8,F2,CD1,C101,36,Truck,D05,6,2,180,CityDeliveryTruck,D1_4,6
5,P15,F4,CD2,C202,162,SemiTrailler,D06,18,3,186,MiniVan,D2_6,6
1,P8,F4,CD2,C202,162,SemiTrailler,D04,7,0,61.3,CityDeliveryTruck,D2_3,2
3,P3,F1,CD3,C304,58,SemiTrailler,D05,31,4,91.7,CityDeliveryTruck,D3_2,3
4,P14,F1,CD1,C105,36,SemiTrailler,D03,34,3,60.9,MiniVan,D1_2,2
4,P5,F2,CD2,C201,162,SemiTrailler,D02,37,1,58.7,MiniVan,D2_4,2
4,P8,F2,CD1,C102,36,Truck,D02,6,2,151.6,CityDeliveryTruck,D1_4,5
1,P3,F3,CD3,C303,58,SemiTrailler,D01,12,1,58.2,MiniVan,D3_1,2
2,P2,F3,CD1,C105,36,SemiTrailler,D05,29,1,121.4,Van,D1_6,4
4,P6,F3,CD1,C103,36,SemiTrailler,D03,16,4,173.9,MiniVan,D1_3,6
5,P14,F1,CD2,C204,162,SemiTrailler,D06,35,2,148.8,Van,D2_2,5
3,P7,F3,CD1,C103,36,SemiTrailler,D04,26,3,120,CityDeliveryTruck,D1_5,4
1,P2,F2,CD3,C305,58,SemiTrailler,D06,15,2,150.4,MiniVan,D3_5,5
2,P12,F1,CD2,C201,162,SemiTrailler,D01,24,3,187.2,CityDeliveryTruck,D2_1,6
5,P9,F3,CD1,C104,36,SemiTrailler,D04,17,3,87.1,Van,D1_3,3
1,P7,F3,CD1,C102,36,Truck,D06,27,4,60.1,Van,D1_2,2
5,P8,F1,CD1,C102,36,SemiTrailler,D03,27,3,92.1,MiniVan,D1_1,3
3,P14,F1,CD2,C204,162,SemiTrailler,D06,30,0,93.2,Van,D2_2,3
3,P6,F1,CD1,C104,36,SemiTrailler,D05,19,2,151.5,Van,D1_3,5
1,P6,F4,CD3,C301,58,Truck,D01,6,2,30.9,Van,D3_2,1
3,P2,F3,CD1,C102,36,SemiTrailler,D06,17,2,85.5,CityDeliveryTruck,D1_2,3
1,P6,F2,CD1,C101,36,SemiTrailler,D01,13,3,85.9,MiniVan,D1_5,3
1,P6,F4,CD1,C101,36,Truck,D06,35,3,31.1,CityDeliveryTruck,D1_4,1
1,P3,F3,CD2,C205,162,SemiTrailler,D01,23,4,87.4,CityDeliveryTruck,D2_5,3
4,P8,F3,CD1,C102,36,SemiTrailler,D04,8,2,185.4,MiniVan,D1_5,6
3,P3,F3,CD3,C301,58,SemiTrailler,D06,22,4,146,CityDeliveryTruck,D3_6,5
3,P2,F2,CD3,C305,58,SemiTrailler,D06,11,3,61,CityDeliveryTruck,D3_4,2
2,P15,F4,CD3,C303,58,SemiTrailler,D01,25,0,125.4,CityDeliveryTruck,D3_4,4
4,P5,F2,CD2,C201,162,SemiTrailler,D02,35,3,124.6,Van,D2_2,4
3,P15,F3,CD1,C102,36,SemiTrailler,D06,31,1,124.7,MiniVan,D1_6,4
2,P8,F3,CD1,C101,36,SemiTrailler,D06,15,2,182,Van,D1_4,6
4,P3,F3,CD3,C302,58,Truck,D01,20,1,186.6,Van,D3_1,6
5,P8,F2,CD3,C305,58,SemiTrailler,D02,37,4,185.3,Van,D3_6,6
3,P12,F1,CD3,C304,58,SemiTrailler,D04,31,4,89.8,Van,D3_5,3
2,P11,F4,CD2,C204,162,SemiTrailler,D04,11,4,144.5,Van,D2_5,5
2,P11,F3,CD3,C303,58,Truck,D06,15,3,58,CityDeliveryTruck,D3_1,2
3,P3,F1,CD3,C301,58,Truck,D02,17,0,114.3,CityDeliveryTruck,D3_3,4
1,P10,F1,CD1,C104,36,SemiTrailler,D02,25,3,145,Van,D1_4,5
2,P3,F2,CD2,C201,162,SemiTrailler,D03,10,0,156.2,Van,D2_6,5
2,P1,F2,CD3,C301,58,Truck,D05,35,1,85.8,MiniVan,D3_2,3
3,P3,F1,CD1,C102,36,Truck,D05,20,0,89.4,CityDeliveryTruck,D1_6,3
5,P2,F4,CD3,C304,58,SemiTrailler,D03,26,4,116.2,Van,D3_3,4
3,P1,F4,CD1,C103,36,Truck,D01,23,2,62.7,Van,D1_1,2
1,P14,F3,CD1,C104,36,SemiTrailler,D01,9,1,119.9,MiniVan,D1_1,4
5,P7,F1,CD1,C105,36,SemiTrailler,D02,35,1,151.7,CityDeliveryTruck,D1_2,5
4,P9,F2,CD3,C305,58,SemiTrailler,D01,30,3,30.5,Van,D3_6,1
4,P7,F3,CD3,C301,58,Truck,D03,16,2,28.5,CityDeliveryTruck,D3_6,1
1,P2,F1,CD2,C203,162,Truck,D02,28,4,60.5,Van,D2_5,2
4,P1,F4,CD3,C303,58,SemiTrailler,D02,29,3,29.6,MiniVan,D3_5,1
5,P9,F1,CD3,C301,58,SemiTrailler,D02,20,3,144.2,Van,D3_5,5
3,P11,F4,CD1,C104,36,SemiTrailler,D06,37,3,91.7,MiniVan,D1_3,3
5,P13,F1,CD1,C103,36,Truck,D02,18,0,114.5,Van,D1_4,4
1,P7,F1,CD1,C103,36,SemiTrailler,D01,11,0,94.2,MiniVan,D1_3,3
2,P4,F4,CD2,C203,162,SemiTrailler,D06,26,2,123.3,MiniVan,D2_6,4
1,P13,F2,CD2,C201,162,SemiTrailler,D06,13,4,29.2,Van,D2_7,1
4,P15,F2,CD2,C202,162,SemiTrailler,D04,28,1,90.7,CityDeliveryTruck,D2_5,3
5,P11,F1,CD2,C201,162,Truck,D02,14,0,156.1,Van,D2_4,5
3,P5,F1,CD1,C102,36,SemiTrailler,D03,25,2,184.4,CityDeliveryTruck,D1_1,6
3,P15,F3,CD3,C303,58,SemiTrailler,D06,13,2,29.4,CityDeliveryTruck,D3_7,1
2,P15,F1,CD2,C204,162,Truck,D02,37,4,156.7,CityDeliveryTruck,D2_3,5
3,P7,F4,CD2,C203,162,SemiTrailler,D01,26,4,29.3,Van,D2_1,1
3,P12,F4,CD1,C103,36,SemiTrailler,D06,24,4,31.3,Van,D1_6,1
4,P14,F4,CD1,C105,36,SemiTrailler,D02,16,3,87,Van,D1_1,3
1,P9,F4,CD2,C202,162,Truck,D06,35,3,59.3,MiniVan,D2_7,2
1,P13,F4,CD1,C102,36,Truck,D05,30,3,86,MiniVan,D1_2,3
1,P14,F3,CD1,C105,36,SemiTrailler,D02,11,1,89,MiniVan,D1_1,3
1,P4,F4,CD3,C303,58,Truck,D06,23,0,145.6,CityDeliveryTruck,D3_3,5
2,P3,F2,CD2,C204,162,SemiTrailler,D01,24,1,173.5,MiniVan,D2_7,6
5,P2,F3,CD2,C201,162,Truck,D01,28,1,60.2,CityDeliveryTruck,D2_5,2
3,P7,F3,CD2,C205,162,SemiTrailler,D04,35,2,120.6,Van,D2_7,4
3,P6,F4,CD1,C102,36,SemiTrailler,D03,11,4,60.8,Van,D1_4,2
4,P11,F1,CD1,C105,36,SemiTrailler,D02,16,4,185.3,Van,D1_2,6
1,P12,F3,CD1,C103,36,SemiTrailler,D01,7,1,57.5,CityDeliveryTruck,D1_2,2
4,P14,F3,CD3,C301,58,Truck,D06,13,0,172.9,Van,D3_7,6
3,P2,F4,CD1,C105,36,SemiTrailler,D03,18,3,171.5,Van,D1_5,6
5,P14,F1,CD3,C302,58,SemiTrailler,D02,10,2,90.6,CityDeliveryTruck,D3_2,3
3,P11,F4,CD2,C203,162,SemiTrailler,D03,33,4,172.8,Van,D2_6,6
3,P8,F4,CD3,C301,58,SemiTrailler,D04,10,3,186.1,CityDeliveryTruck,D3_3,6
4,P5,F4,CD3,C301,58,SemiTrailler,D02,13,2,152.3,CityDeliveryTruck,D3_7,5
1,P2,F1,CD3,C304,58,SemiTrailler,D05,10,3,61.2,MiniVan,D3_7,2
1,P7,F2,CD1,C105,36,Truck,D06,28,4,147.1,MiniVan,D1_1,5
5,P14,F2,CD1,C104,36,SemiTrailler,D06,31,4,61.1,MiniVan,D1_3,2
4,P13,F2,CD1,C103,36,SemiTrailler,D01,28,3,180.9,CityDeliveryTruck,D1_3,6
1,P7,F2,CD1,C102,36,SemiTrailler,D01,28,3,144.9,Van,D1_6,5
4,P7,F3,CD2,C204,162,SemiTrailler,D01,19,4,90,MiniVan,D2_6,3
5,P5,F3,CD2,C201,162,Truck,D04,34,2,155,CityDeliveryTruck,D2_1,5
5,P8,F4,CD2,C202,162,SemiTrailler,D03,9,1,59.8,MiniVan,D2_5,2
2,P15,F3,CD3,C303,58,SemiTrailler,D01,8,1,92.1,Van,D3_7,3
2,P6,F2,CD1,C102,36,SemiTrailler,D01,18,4,28.7,Van,D1_5,1
4,P10,F3,CD1,C105,36,SemiTrailler,D04,28,4,91.7,CityDeliveryTruck,D1_2,3
3,P8,F1,CD1,C104,36,Truck,D06,30,4,116.1,CityDeliveryTruck,D1_5,4
5,P7,F1,CD3,C305,58,Truck,D02,15,2,150.9,MiniVan,D3_6,5
2,P7,F4,CD1,C105,36,SemiTrailler,D06,21,3,150.1,Van,D1_5,5
4,P15,F2,CD1,C103,36,SemiTrailler,D04,25,4,30,Van,D1_4,1
2,P10,F1,CD1,C105,36,SemiTrailler,D04,18,0,57.3,CityDeliveryTruck,D1_7,2
5,P15,F4,CD2,C201,162,SemiTrailler,D02,21,2,92.5,MiniVan,D2_5,3
4,P14,F2,CD3,C304,58,SemiTrailler,D01,16,3,186.3,MiniVan,D3_3,6
5,P12,F4,CD3,C304,58,SemiTrailler,D05,31,1,30.9,Van,D3_6,1
2,P13,F2,CD2,C205,162,SemiTrailler,D05,26,1,28.9,MiniVan,D2_6,1
1,P12,F4,CD3,C302,58,Truck,D01,21,0,63,Van,D3_1,2
5,P10,F4,CD2,C201,162,SemiTrailler,D01,14,3,58.2,CityDeliveryTruck,D2_5,2
1,P7,F1,CD3,C303,58,Truck,D05,29,4,188.4,CityDeliveryTruck,D3_4,6
1,P9,F3,CD3,C302,58,SemiTrailler,D04,25,3,57.3,MiniVan,D3_2,2
2,P10,F1,CD3,C302,58,SemiTrailler,D01,32,1,61.7,Van,D3_4,2
5,P11,F2,CD2,C204,162,SemiTrailler,D04,7,2,117.3,Van,D2_5,4
2,P9,F3,CD3,C305,58,Truck,D05,14,0,124.7,CityDeliveryTruck,D3_6,4
2,P8,F1,CD2,C202,162,Truck,D01,12,0,30.6,CityDeliveryTruck,D2_5,1
2,P11,F4,CD3,C304,58,SemiTrailler,D03,15,1,30.1,Van,D3_2,1
4,P11,F3,CD3,C302,58,SemiTrailler,D03,26,0,61.8,Van,D3_1,2
2,P4,F1,CD3,C305,58,SemiTrailler,D01,34,1,172.9,Van,D3_7,6
3,P9,F3,CD1,C102,36,SemiTrailler,D04,10,0,185.1,CityDeliveryTruck,D1_5,6
3,P8,F3,CD1,C104,36,SemiTrailler,D06,27,1,115.4,MiniVan,D1_3,4
5,P11,F1,CD1,C101,36,Truck,D04,20,0,178.3,MiniVan,D1_1,6
3,P2,F2,CD2,C201,162,SemiTrailler,D06,34,4,59.6,CityDeliveryTruck,D2_3,2
4,P3,F2,CD2,C201,162,SemiTrailler,D06,6,1,29.3,CityDeliveryTruck,D2_3,1
4,P12,F4,CD1,C104,36,Truck,D01,13,3,58,MiniVan,D1_2,2
1,P7,F2,CD2,C205,162,SemiTrailler,D05,25,4,157.2,Van,D2_3,5
3,P4,F1,CD2,C205,162,SemiTrailler,D05,20,2,30.2,Van,D2_7,1
1,P4,F3,CD2,C205,162,SemiTrailler,D02,23,4,59.5,Van,D2_2,2
1,P12,F1,CD2,C204,162,SemiTrailler,D01,12,3,29.3,CityDeliveryTruck,D2_1,1
3,P3,F4,CD1,C104,36,SemiTrailler,D01,18,2,121.5,Van,D1_6,4
1,P4,F1,CD3,C301,58,SemiTrailler,D05,20,0,177.9,Van,D3_4,6
1,P8,F1,CD1,C102,36,SemiTrailler,D02,18,0,90.7,Van,D1_5,3
5,P2,F4,CD3,C303,58,SemiTrailler,D04,23,1,150,Van,D3_2,5
5,P3,F3,CD2,C202,162,SemiTrailler,D06,18,2,31.2,MiniVan,D2_7,1
1,P6,F1,CD2,C202,162,SemiTrailler,D06,7,0,31.1,CityDeliveryTruck,D2_4,1
4,P13,F2,CD1,C105,36,SemiTrailler,D01,35,1,28.8,Van,D1_5,1
4,P11,F3,CD1,C101,36,SemiTrailler,D02,17,4,120.4,CityDeliveryTruck,D1_5,4
1,P3,F1,CD1,C104,36,Truck,D02,20,2,183.7,MiniVan,D1_3,6
3,P6,F1,CD2,C202,162,SemiTrailler,D05,17,0,183.6,Van,D2_6,6
5,P11,F4,CD3,C305,58,Truck,D04,32,1,59.3,Van,D3_6,2
2,P13,F1,CD2,C201,162,SemiTrailler,D03,26,1,148.5,MiniVan,D2_1,5
4,P10,F2,CD1,C102,36,Truck,D01,22,0,61.8,MiniVan,D1_4,2
3,P2,F1,CD2,C204,162,SemiTrailler,D03,21,3,154.9,MiniVan,D2_1,5
5,P4,F4,CD2,C202,162,Truck,D02,28,2,62.9,CityDeliveryTruck,D2_2,2
4,P11,F2,CD2,C204,162,SemiTrailler,D04,28,1,59.3,CityDeliveryTruck,D2_2,2
5,P5,F1,CD3,C301,58,SemiTrailler,D02,11,0,187.3,Van,D3_7,6
1,P3,F2,CD3,C302,58,Truck,D02,7,0,88.2,CityDeliveryTruck,D3_6,3
2,P15,F2,CD2,C205,162,SemiTrailler,D06,6,4,30.2,Van,D2_3,1
2,P15,F2,CD2,C205,162,Truck,D05,19,1,30.3,CityDeliveryTruck,D2_5,1
3,P12,F4,CD3,C302,58,SemiTrailler,D01,35,0,28.7,Van,D3_5,1
3,P9,F4,CD1,C101,36,SemiTrailler,D03,29,4,93,Van,D1_3,3
1,P12,F3,CD3,C302,58,SemiTrailler,D05,33,0,88.1,MiniVan,D3_4,3
3,P13,F2,CD3,C302,58,Truck,D04,6,1,151.3,CityDeliveryTruck,D3_4,5
5,P3,F1,CD2,C204,162,Truck,D06,8,3,29,Van,D2_7,1
4,P7,F2,CD3,C305,58,SemiTrailler,D01,21,0,181.8,MiniVan,D3_7,6
5,P15,F2,CD3,C305,58,Truck,D05,30,1,29.8,CityDeliveryTruck,D3_1,1
4,P6,F2,CD1,C101,36,SemiTrailler,D02,5,2,146.8,Van,D1_3,5
2,P13,F3,CD3,C305,58,SemiTrailler,D02,33,3,156.1,MiniVan,D3_3,5
1,P4,F3,CD2,C201,162,SemiTrailler,D01,33,1,30.9,Van,D2_2,1
5,P15,F3,CD1,C105,36,SemiTrailler,D02,25,1,29.8,Van,D1_6,1
2,P9,F2,CD2,C201,162,SemiTrailler,D01,12,3,91.8,MiniVan,D2_1,3
2,P3,F2,CD1,C104,36,SemiTrailler,D02,6,2,29.7,CityDeliveryTruck,D1_2,1
5,P12,F3,CD2,C204,162,SemiTrailler,D01,19,2,28.9,Van,D2_1,1
4,P15,F1,CD3,C301,58,Truck,D02,6,1,155.3,Van,D3_7,5
2,P7,F2,CD3,C301,58,Truck,D02,19,4,115.3,Van,D3_1,4
3,P9,F2,CD2,C205,162,SemiTrailler,D05,27,1,85.7,Van,D2_7,3
5,P5,F1,CD3,C301,58,Truck,D02,32,3,28.7,Van,D3_2,1
1,P15,F3,CD3,C301,58,SemiTrailler,D06,23,2,125.2,Van,D3_2,4
5,P7,F3,CD3,C304,58,SemiTrailler,D01,9,3,115.3,MiniVan,D3_7,4
5,P6,F3,CD2,C202,162,SemiTrailler,D05,17,0,148.5,CityDeliveryTruck,D2_7,5
5,P6,F1,CD2,C205,162,SemiTrailler,D01,16,1,174.1,Van,D2_4,6
1,P12,F1,CD1,C103,36,SemiTrailler,D06,31,3,156.3,CityDeliveryTruck,D1_5,5
4,P14,F2,CD2,C202,162,SemiTrailler,D06,17,0,145.5,Van,D2_6,5
1,P12,F1,CD3,C304,58,Truck,D04,18,1,61.5,Van,D3_7,2
5,P2,F2,CD1,C104,36,Truck,D04,23,2,155.6,Van,D1_2,5
5,P12,F1,CD1,C103,36,SemiTrailler,D01,18,1,90,Van,D1_3,3
4,P11,F3,CD2,C201,162,SemiTrailler,D05,7,0,120.2,Van,D2_4,4
5,P15,F2,CD1,C102,36,SemiTrailler,D02,27,0,120.7,Van,D1_7,4
3,P6,F4,CD2,C205,162,Truck,D02,7,4,177.6,MiniVan,D2_3,6
1,P14,F2,CD2,C202,162,SemiTrailler,D05,11,0,184.3,Van,D2_3,6
5,P1,F1,CD3,C303,58,Truck,D04,22,3,117.3,Van,D3_2,4
2,P13,F1,CD2,C205,162,SemiTrailler,D03,13,2,154,Van,D2_2,5
5,P9,F4,CD3,C304,58,SemiTrailler,D06,36,2,182.8,Van,D3_4,6
2,P4,F2,CD1,C105,36,Truck,D05,32,2,114.1,Van,D1_3,4
4,P13,F4,CD2,C205,162,SemiTrailler,D06,14,4,146.9,Van,D2_4,5
1,P6,F1,CD1,C104,36,Truck,D03,22,0,29.7,Van,D1_5,1
4,P10,F3,CD1,C101,36,SemiTrailler,D05,28,2,87.8,CityDeliveryTruck,D1_2,3
3,P2,F2,CD1,C105,36,SemiTrailler,D06,29,4,145.8,Van,D1_4,5
4,P2,F1,CD2,C205,162,SemiTrailler,D06,27,4,149.4,CityDeliveryTruck,D2_3,5
1,P15,F4,CD2,C205,162,Truck,D01,8,0,174.2,CityDeliveryTruck,D2_4,6
4,P5,F3,CD1,C102,36,Truck,D04,5,3,29.2,MiniVan,D1_1,1
3,P11,F2,CD1,C105,36,SemiTrailler,D06,19,3,123.3,Van,D1_2,4
4,P9,F3,CD1,C101,36,SemiTrailler,D04,17,2,58.9,Van,D1_1,2
5,P14,F1,CD2,C201,162,Truck,D04,35,1,62.7,Van,D2_6,2
3,P10,F3,CD2,C201,162,SemiTrailler,D04,6,4,179.1,Van,D2_7,6
3,P15,F4,CD2,C205,162,SemiTrailler,D02,13,4,91.7,MiniVan,D2_4,3
1,P7,F2,CD1,C101,36,Truck,D06,24,4,146.5,CityDeliveryTruck,D1_7,5
4,P5,F3,CD3,C304,58,SemiTrailler,D06,18,0,123.1,Van,D3_7,4
2,P3,F2,CD3,C301,58,SemiTrailler,D01,7,2,187,Van,D3_5,6
3,P14,F1,CD3,C305,58,SemiTrailler,D06,18,1,120.3,Van,D3_6,4
4,P11,F1,CD1,C104,36,SemiTrailler,D06,7,2,144.9,Van,D1_2,5
1,P8,F2,CD3,C301,58,Truck,D04,26,3,59.3,CityDeliveryTruck,D3_6,2
3,P13,F2,CD3,C303,58,Truck,D03,11,3,144.3,Van,D3_7,5
3,P8,F4,CD1,C105,36,SemiTrailler,D02,35,1,180,Van,D1_6,6
2,P11,F4,CD3,C302,58,SemiTrailler,D06,5,3,187.9,CityDeliveryTruck,D3_7,6
1,P13,F4,CD3,C304,58,Truck,D03,21,0,31.2,MiniVan,D3_3,1
3,P11,F4,CD2,C205,162,Truck,D03,34,3,29.4,Van,D2_7,1
2,P5,F1,CD2,C202,162,SemiTrailler,D02,34,1,183.7,CityDeliveryTruck,D2_2,6
2,P4,F2,CD1,C105,36,SemiTrailler,D06,30,4,58.1,CityDeliveryTruck,D1_2,2
5,P10,F1,CD3,C303,58,SemiTrailler,D06,7,2,28.8,Van,D3_4,1
2,P10,F4,CD1,C101,36,SemiTrailler,D03,26,4,146.1,Van,D1_7,5
4,P3,F3,CD2,C203,162,SemiTrailler,D04,20,1,116.3,Van,D2_1,4
2,P10,F4,CD2,C204,162,Truck,D02,13,3,88.3,Van,D2_1,3
1,P4,F1,CD3,C303,58,SemiTrailler,D04,20,1,142.5,Van,D3_3,5
4,P8,F2,CD3,C305,58,Truck,D05,5,1,123.7,CityDeliveryTruck,D3_7,4
3,P15,F3,CD3,C303,58,Truck,D05,18,0,184.8,MiniVan,D3_3,6
5,P3,F3,CD2,C201,162,Truck,D02,20,2,30.8,Van,D2_1,1
4,P3,F2,CD2,C204,162,SemiTrailler,D04,21,2,31.2,Van,D2_1,1
3,P11,F4,CD2,C201,162,SemiTrailler,D04,15,2,60.3,Van,D2_7,2
3,P4,F3,CD3,C305,58,Truck,D01,11,0,117.2,MiniVan,D3_2,4
5,P11,F4,CD3,C303,58,SemiTrailler,D06,34,3,30.7,CityDeliveryTruck,D3_1,1
4,P9,F3,CD3,C305,58,Truck,D02,13,4,115.7,CityDeliveryTruck,D3_3,4
1,P2,F3,CD2,C202,162,SemiTrailler,D03,12,0,147.1,Van,D2_3,5
5,P8,F2,CD1,C105,36,SemiTrailler,D03,7,1,146.2,Van,D1_4,5
3,P8,F3,CD2,C202,162,SemiTrailler,D03,33,0,187.4,Van,D2_6,6
1,P4,F2,CD1,C102,36,SemiTrailler,D05,15,2,87.8,CityDeliveryTruck,D1_2,3
5,P12,F1,CD2,C203,162,Truck,D02,17,3,181.6,CityDeliveryTruck,D2_7,6
3,P3,F4,CD3,C304,58,Truck,D04,14,2,86.8,Van,D3_4,3
1,P12,F2,CD2,C202,162,SemiTrailler,D06,33,2,89.6,CityDeliveryTruck,D2_2,3
2,P8,F1,CD2,C202,162,SemiTrailler,D04,6,0,29.8,Van,D2_1,1
5,P15,F2,CD2,C205,162,SemiTrailler,D02,36,4,115.3,CityDeliveryTruck,D2_3,4
5,P14,F1,CD1,C105,36,SemiTrailler,D01,37,3,149.2,Van,D1_2,5
5,P3,F3,CD1,C105,36,SemiTrailler,D02,23,0,120.9,CityDeliveryTruck,D1_4,4
3,P10,F1,CD3,C303,58,SemiTrailler,D02,14,2,185.9,CityDeliveryTruck,D3_3,6
2,P8,F3,CD3,C303,58,SemiTrailler,D01,33,0,181.8,Van,D3_6,6
3,P3,F3,CD3,C304,58,Truck,D05,19,3,30.5,MiniVan,D3_7,1
3,P9,F2,CD3,C304,58,SemiTrailler,D04,10,4,59,Van,D3_2,2
5,P7,F4,CD2,C205,162,SemiTrailler,D04,30,1,31.5,Van,D2_4,1
2,P1,F3,CD2,C205,162,SemiTrailler,D05,15,2,187.4,MiniVan,D2_7,6
5,P3,F1,CD3,C303,58,Truck,D04,32,3,29.8,MiniVan,D3_5,1
2,P5,F1,CD1,C102,36,SemiTrailler,D06,30,4,61.1,CityDeliveryTruck,D1_7,2
3,P8,F2,CD1,C105,36,SemiTrailler,D02,21,0,60.8,CityDeliveryTruck,D1_3,2
2,P6,F2,CD3,C304,58,SemiTrailler,D04,12,2,118.5,CityDeliveryTruck,D3_6,4
4,P10,F4,CD1,C104,36,Truck,D03,9,1,90.6,MiniVan,D1_2,3
5,P7,F3,CD3,C304,58,SemiTrailler,D05,18,3,61.4,Van,D3_6,2
4,P5,F2,CD1,C104,36,SemiTrailler,D06,32,0,156.5,Van,D1_3,5
2,P8,F2,CD3,C303,58,Truck,D03,33,1,87.5,Van,D3_5,3
2,P8,F1,CD1,C102,36,SemiTrailler,D03,28,4,147.1,MiniVan,D1_1,5
2,P5,F1,CD3,C302,58,SemiTrailler,D04,23,1,30.2,Van,D3_6,1
2,P1,F4,CD1,C101,36,Truck,D02,13,0,122.1,Van,D1_3,4
4,P5,F4,CD3,C305,58,Truck,D02,12,4,86.4,Van,D3_7,3
1,P7,F2,CD1,C103,36,SemiTrailler,D01,36,3,146,Van,D1_5,5
3,P9,F2,CD1,C104,36,SemiTrailler,D01,24,3,149.6,CityDeliveryTruck,D1_2,5
5,P14,F3,CD2,C202,162,SemiTrailler,D04,25,2,60.4,MiniVan,D2_1,2
4,P7,F3,CD1,C103,36,Truck,D05,20,4,92.2,Van,D1_6,3
1,P2,F3,CD3,C304,58,SemiTrailler,D04,18,0,154.4,Van,D3_5,5
2,P1,F2,CD2,C201,162,SemiTrailler,D06,32,4,155.9,CityDeliveryTruck,D2_3,5
3,P4,F2,CD3,C303,58,SemiTrailler,D03,24,0,62.1,Van,D3_7,2
5,P7,F4,CD3,C304,58,SemiTrailler,D06,22,1,171.1,MiniVan,D3_6,6
2,P11,F3,CD3,C304,58,SemiTrailler,D01,13,1,30.9,CityDeliveryTruck,D3_7,1
4,P4,F4,CD2,C202,162,SemiTrailler,D04,26,4,89,Van,D2_1,3
5,P14,F4,CD2,C204,162,SemiTrailler,D03,16,4,88.3,Van,D2_2,3
5,P5,F3,CD3,C305,58,SemiTrailler,D04,5,1,57.1,CityDeliveryTruck,D3_6,2
4,P6,F3,CD2,C205,162,SemiTrailler,D04,31,2,177.3,MiniVan,D2_6,6
2,P12,F2,CD3,C303,58,SemiTrailler,D06,13,0,29.3,Van,D3_6,1
2,P2,F1,CD3,C301,58,SemiTrailler,D05,34,2,30.5,Van,D3_6,1
3,P3,F3,CD1,C103,36,SemiTrailler,D03,5,2,149.7,Van,D1_4,5
2,P15,F4,CD2,C202,162,SemiTrailler,D04,35,2,175.1,CityDeliveryTruck,D2_6,6
4,P5,F2,CD1,C105,36,Truck,D02,10,3,147.3,MiniVan,D1_6,5
2,P2,F1,CD1,C102,36,SemiTrailler,D04,8,0,61.8,CityDeliveryTruck,D1_7,2
1,P1,F4,CD1,C101,36,SemiTrailler,D06,24,4,29.8,CityDeliveryTruck,D1_4,1
5,P10,F4,CD3,C302,58,SemiTrailler,D06,29,4,58.5,Van,D3_6,2
3,P9,F2,CD1,C103,36,SemiTrailler,D06,17,3,178.7,MiniVan,D1_3,6
2,P13,F3,CD3,C301,58,Truck,D01,28,0,30.7,CityDeliveryTruck,D3_1,1
1,P15,F3,CD3,C301,58,Truck,D01,16,1,62.9,CityDeliveryTruck,D3_4,2
3,P1,F1,CD3,C301,58,Truck,D06,16,0,30.6,Van,D3_1,1
3,P9,F1,CD2,C204,162,SemiTrailler,D05,29,3,146.6,Van,D2_2,5
2,P2,F2,CD1,C103,36,Truck,D05,34,2,31.3,Van,D1_6,1
3,P12,F4,CD3,C303,58,SemiTrailler,D05,11,3,91.6,MiniVan,D3_4,3
3,P1,F2,CD1,C102,36,Truck,D04,11,1,93.1,CityDeliveryTruck,D1_6,3
2,P7,F2,CD1,C105,36,SemiTrailler,D03,5,3,87,Van,D1_1,3
4,P6,F3,CD3,C304,58,SemiTrailler,D03,10,0,86.9,Van,D3_6,3
5,P13,F4,CD3,C302,58,SemiTrailler,D04,23,3,30.9,CityDeliveryTruck,D3_4,1
